"","Estimate","SE","Tvalue","minus2ll","AIC","BIC"
"1",2.19347103673778,0.289958178695444,7.56478415820674,3178.9554905585,3200.9554905585,3267.02553380265
"2",-0.409904448789988,0.145274359703822,-2.82158840435215,3178.9554905585,3200.9554905585,3267.02553380265
"3",0.0337741702067764,0.266065701950909,0.126939210725507,3178.9554905585,3200.9554905585,3267.02553380265
"4",0.185727948918901,0.211293689145243,0.87900376802656,3178.9554905585,3200.9554905585,3267.02553380265
"5",-0.0562135150873225,0.0746851199526011,-0.75267355964613,3178.9554905585,3200.9554905585,3267.02553380265
"6",-1.40710924843035,0.0849782590191961,-16.5584617132777,3178.9554905585,3200.9554905585,3267.02553380265
"7",-0.0625409305804421,0.0680667023706893,-0.918818282687561,3178.9554905585,3200.9554905585,3267.02553380265
"8",1.14533931635389,0.190617777791238,6.00856504375079,3178.9554905585,3200.9554905585,3267.02553380265
"9",-2.23960041959236,0.349829026247338,-6.40198568888594,3178.9554905585,3200.9554905585,3267.02553380265
"10",-0.590869477968675,0.161776799714829,-3.65237462361864,3178.9554905585,3200.9554905585,3267.02553380265
"11",-0.112557084345273,0.304943253371121,-0.369108295071178,3178.9554905585,3200.9554905585,3267.02553380265
