"","Estimate","SE","Tvalue","minus2ll","AIC","BIC"
"1",-2.23961741078834,0.349808910846313,-6.40240240127075,3178.95549055137,3200.95549055137,3267.02553379552
"2",-0.590872267941888,0.161776751870256,-3.65239294961099,3178.95549055137,3200.95549055137,3267.02553379552
"3",-0.112559269010006,0.304931667699934,-0.369129483529959,3178.95549055137,3200.95549055137,3267.02553379552
"4",-1.14535623723119,0.190605680301452,-6.00903517366195,3178.95549055137,3200.95549055137,3267.02553379552
"5",2.19346511924938,0.289953754375816,7.56487917865127,3178.95549055137,3200.95549055137,3267.02553379552
"6",-0.409893693482138,0.145275063673922,-2.82150069747805,3178.95549055137,3200.95549055137,3267.02553379552
"7",0.0337804340803277,0.266062526862018,0.12696426843246,3178.95549055137,3200.95549055137,3267.02553379552
"8",-0.95962582697895,0.172180834254533,-5.57336030536562,3178.95549055137,3200.95549055137,3267.02553379552
"9",-0.0562140554446501,0.0746847203230743,-0.752684822296676,3178.95549055137,3200.95549055137,3267.02553379552
"10",-1.40710513194786,0.084977573733181,-16.5585468039603,3178.95549055137,3200.95549055137,3267.02553379552
"11",-0.0625405213184755,0.068066404848811,-0.918816286204485,3178.95549055137,3200.95549055137,3267.02553379552
