"","Estimate","SE","Tvalue","minus2ll","AIC","BIC"
"1",1.42633697863563,0.229963522621358,6.20244881612871,3831.60210536826,3853.60210536826,3907.58741343706
"2",-50.3634297982504,4.77324915047422,-10.5511839442211,3831.60210536826,3853.60210536826,3907.58741343706
"3",2.69787643724425,0.274733935302801,9.81996066219762,3831.60210536826,3853.60210536826,3907.58741343706
"4",3.85202089150693,0.231603727263052,16.6319468906123,3831.60210536826,3853.60210536826,3907.58741343706
"5",-0.673574334017162,0.310060086959239,-2.17239935853373,3831.60210536826,3853.60210536826,3907.58741343706
"6",-0.0949533868970995,0.208707688485884,-0.454958739593927,3831.60210536826,3853.60210536826,3907.58741343706
"7",0.377335477459871,0.178622200399897,2.11247804928557,3831.60210536826,3853.60210536826,3907.58741343706
"8",-36.9176159522567,3.6678263652541,-10.0652572602627,3831.60210536826,3853.60210536826,3907.58741343706
"9",1.33355005070314,0.125909773875223,10.5913147935973,3831.60210536826,3853.60210536826,3907.58741343706
"10",-1.2943283771996,0.106234781642168,-12.1836592233917,3831.60210536826,3853.60210536826,3907.58741343706
"11",-4.28492875216166,0.261036359630334,-16.4150647757644,3831.60210536826,3853.60210536826,3907.58741343706
